Gene,Macaque gene name,Mouse gene name
GPD1L,GPD1L,Gpd1l
CMTM8,CMTM8,Cmtm8
CMTM7,CMTM7,Cmtm7
CMTM6,CMTM6,Cmtm6
DYNC1LI1,DYNC1LI1,Dync1li1
CNOT10,CNOT10,Cnot10
TRIM71,TRIM71,Trim71
CCR4,CCR4,Ccr4
GLB1,GLB1,Glb1
TMPPE,TMPPE,Tmppe
CRTAP,CRTAP,Crtap
SUSD5,SUSD5,Susd5
FBXL2,FBXL2,Fbxl2
UBP1,UBP1,Ubp1
CLASP2,CLASP2,Clasp2
RP11-10C24.2,NA,NA
RP11-10C24.3,NA,NA
RP11-10C24.1,NA,NA
PDCD6IP,PDCD6IP,NA
AC018359.1,NA,NA
AC123023.1,NA,NA
ARPP21,ARPP21,Arpp21
STAC,STAC,Stac
DCLK3,DCLK3,Dclk3
RP11-640L9.1,NA,NA
TRANK1,TRANK1,Trank1
RP11-129K12.1,NA,NA
EPM2AIP1,EPM2AIP1,Epm2aip1
MLH1,MLH1,Mlh1
LRRFIP2,LRRFIP2,Lrrfip2
RP11-285J16.1,NA,NA
RP11-259K5.1,NA,NA
RP11-259K5.2,NA,NA
GOLGA4,GOLGA4,Golga4
C3orf35,NA,NA
ITGA9,ITGA9,Itga9
CTDSPL,CTDSPL,Ctdspl
VILL,VILL,Vill
PLCD1,PLCD1,Plcd1
DLEC1,DLEC1,Dlec1
ACAA1,ACAA1,Acaa1b
ACAA1,ACAA1,Acaa1a
MYD88,MYD88,Myd88
OXSR1,OXSR1,Oxsr1
SLC22A13,SLC22A13,Slc22a13
SLC22A13,SLC22A13,Slc22a13b
SLC22A14,SLC22A14,Slc22a14
XYLB,XYLB,Xylb
ACVR2B-AS1,NA,NA
ACVR2B,ACVR2B,Acvr2b
EXOG,EXOG,Exog
SCN5A,SCN5A,Scn5a
SCN11A,SCN11A,Scn11a
WDR48,WDR48,Wdr48
GORASP1,GORASP1,Gorasp1
TTC21A,TTC21A,Ttc21a
CSRNP1,CSRNP1,Csrnp1
XIRP1,Xirp1,NA
CX3CR1,CX3CR1,Cx3cr1
CCR8,CCR8,Ccr8
SLC25A38,SLC25A38,Slc25a38
RPSA,Rpsa,NA
RPSA,Rpsa,NA
MOBP,MOBP,Mobp
MYRIP,MYRIP,Myrip
EIF1B,EIF1B,Eif1b
ENTPD3-AS1,NA,NA
ENTPD3,ENTPD3,Entpd3
RPL14,RPL14,Rpl14
ZNF619,ZNF619,NA
ZNF620,ZNF620,NA
ZNF621,ZNF621,NA
RP11-761N21.1,NA,NA
RP11-520A21.1,NA,NA
CTNNB1,CTNNB1,Ctnnb1
ULK4,ULK4,Ulk4
TRAK1,TRAK1,Trak1
CCK,CCK,Cck
VIPR1,VIPR1,Vipr1
VIPR1-AS1,NA,NA
SEC22C,SEC22C,Sec22c
SS18L2,Ss18l2,NA
NKTR,NKTR,Nktr
RP4-613B23.1,NA,NA
ZBTB47,ZBTB47,Zfp651
CCDC13,CCDC13,Ccdc13
HHATL,Hhatl,NA
HHATL-AS1,NA,NA
CCDC13-AS1,NA,NA
RP4-613B23.5,NA,NA
RP11-70C1.1,NA,NA
HIGD1A,Higd1a,NA
RP11-70C1.3,NA,NA
ACKR2,ACKR2,Ackr2
RP11-136C24.3,NA,NA
KRBOX1,Zfp65,NA
ZNF662,ZNF662,NA
KRBOX1-AS1,NA,NA
FAM198A,NA,NA
POMGNT2,POMGNT2,Pomgnt2
SNRK,SNRK,Snrk
RP11-188P20.3,NA,NA
SNRK-AS1,NA,NA
ANO10,ANO10,Ano10
ABHD5,ABHD5,Abhd5
RP4-555D20.4,NA,NA
RP4-555D20.2,NA,NA
RP11-424N24.2,NA,NA
TCAIM,TCAIM,Tcaim
LINC00694,NA,NA
ZNF445,NA,NA
ZNF445,ZNF445,Zfp445
ZNF852,NA,NA
ZNF852,ZNF852,NA
ZKSCAN7,NA,NA
ZKSCAN7,ZKSCAN7,Zkscan7
RP11-944L7.4,NA,NA
ZNF660,NA,NA
ZNF660,NA,NA
ZNF197,NA,NA
ZNF197,ZNF197,NA
ZNF197-AS1,NA,NA
ZNF197-AS1,NA,NA
ZNF35,NA,NA
ZNF35,ZNF35,Zfp105
RP11-348P10.2,NA,NA
ZNF502,NA,NA
ZNF502,ZNF502,NA
ZNF501,NA,NA
ZNF501,ZNF501,NA
KIAA1143,NA,NA
KIAA1143,KIAA1143,1110059G10Rik
KIF15,NA,NA
KIF15,KIF15,Kif15
TMEM42,NA,NA
TMEM42,Tmem42,NA
TGM4,NA,NA
TGM4,TGM4,Tgm4
ZDHHC3,ZDHHC3,Zdhhc3
EXOSC7,EXOSC7,Exosc7
CLEC3B,CLEC3B,Clec3b
CDCP1,CDCP1,Cdcp1
TMEM158,TMEM158,Tmem158
LARS2,LARS2,Lars2
LIMD1,LIMD1,Limd1
LIMD1-AS1,NA,NA
SACM1L,SACM1L,Sacm1l
SLC6A20,SLC6A20,Slc6a20a
SLC6A20,SLC6A20,Slc6a20b
LZTFL1,LZTFL1,Lztfl1
CCR9,CCR9,Ccr9
FYCO1,FYCO1,Fyco1
CXCR6,CXCR6,Cxcr6
XCR1,XCR1,Xcr1
CCR1,CCR1,Ccr1
CCR1,CCR1,Ccr1l1
RP11-24F11.2,NA,NA
CCR5,CCR5,NA
CCRL2,CCRL2,Ccrl2
LTF,LTF,Ltf
LRRC2,LRRC2,Lrrc2
LRRC2-AS1,NA,NA
TDGF1,Tdgf1,NA
ALS2CL,ALS2CL,Als2cl
TMIE,Tmie,NA
PRSS50,PRSS50,Prss50
PRSS46,NA,NA
PRSS45,NA,NA
PRSS42,NA,NA
MYL3,MYL3,Myl3
PTH1R,PTH1R,Pth1r
CCDC12,CCDC12,Ccdc12
NBEAL2,NBEAL2,Nbeal2
SETD2,SETD2,Setd2
KIF9-AS1,NA,NA
KIF9,KIF9,Kif9
KLHL18,KLHL18,Klhl18
RP11-708J19.1,NA,NA
PTPN23,PTPN23,Ptpn23
SCAP,SCAP,Scap
ELP6,ELP6,Elp6
CSPG5,CSPG5,Cspg5
SMARCC1,SMARCC1,Smarcc1
DHX30,DHX30,Dhx30
MAP4,MAP4,Map4
CDC25A,CDC25A,Cdc25a
ZNF589,ZNF589,NA
NME6,NME6,Nme6
SPINK8,SPINK8,Spink8
FBXW12,FBXW12,Fbxw14
FBXW12,FBXW12,Fbxw19
FBXW12,FBXW12,Fbxw16
FBXW12,FBXW12,Fbxw18
FBXW12,FBXW12,Fbxw15
FBXW12,FBXW12,Fbxw20
FBXW12,FBXW12,Fbxw24
FBXW12,FBXW12,Fbxw21
FBXW12,FBXW12,Fbxw22
FBXW12,FBXW12,Fbxw13
FBXW12,FBXW12,Fbxw28
FBXW12,FBXW12,Fbxw27
FBXW12,FBXW12,Fbxw25
FBXW12,FBXW12,Fbxw26
PLXNB1,PLXNB1,Plxnb1
CCDC51,CCDC51,Ccdc51
TMA7,TMA7,Tma7
RP11-24C3.2,NA,NA
ATRIP,ATRIP,Atrip
ATRIP.1,NA,NA
TREX1,TREX1,Trex1
SHISA5,SHISA5,Shisa5
PFKFB4,PFKFB4,Pfkfb4
UCN2,UCN2,Ucn2
COL7A1,NA,NA
UQCRC1,UQCRC1,Uqcrc1
TMEM89,TMEM89,Tmem89
SLC26A6,SLC26A6,Slc26a6
CELSR3,CELSR3,Celsr3
CELSR3-AS1,NA,NA
RP11-572O6.1,NA,NA
NCKIPSD,NCKIPSD,Nckipsd
IP6K2,IP6K2,Ip6k2
PRKAR2A,PRKAR2A,Prkar2a
PRKAR2A-AS1,NA,NA
SLC25A20,SLC25A20,Slc25a20
ARIH2OS,NA,NA
ARIH2,ARIH2,Arih2
RP13-131K19.1,NA,NA
RP13-131K19.2,NA,NA
RP13-131K19.7,NA,NA
P4HTM,P4HTM,P4htm
WDR6,WDR6,Wdr6
DALRD3,DALRD3,Dalrd3
NDUFAF3,NDUFAF3,Ndufaf3
IMPDH2,IMPDH2,Impdh2
RP13-131K19.6,NA,NA
QRICH1,QRICH1,Qrich1
QARS,NA,NA
USP19,USP19,Usp19
LAMB2,LAMB2,Lamb2
CCDC71,CCDC71,Ccdc71
KLHDC8B,KLHDC8B,Klhdc8b
CCDC36,NA,NA
RP11-3B7.1,NA,NA
C3orf62,C3orf62,1700102P08Rik
USP4,USP4,Usp4
GPX1,GPX1,Gpx1
RHOA,RHOA,Rhoa
TCTA,TCTA,Tcta
AMT,AMT,Amt
NICN1,NICN1,Nicn1
DAG1,DAG1,Dag1
BSN-AS2,NA,NA
BSN,BSN,Bsn
BSN-AS1,NA,NA
APEH,APEH,Apeh
MST1,MST1,Mst1
RNF123,RNF123,Rnf123
AMIGO3,AMIGO3,Amigo3
GMPPB,GMPPB,Gmppb
IP6K1,IP6K1,Ip6k1
CDHR4,Cdhr4,NA
FAM212A,NA,NA
UBA7,UBA7,Uba7
TRAIP,TRAIP,Traip
CAMKV,CAMKV,Camkv
MST1R,MST1R,Mst1r
CTD-2330K9.3,NA,NA
MON1A,MON1A,Mon1a
RBM6,RBM6,Rbm6
RBM5,RBM5,Rbm5
RBM5-AS1,NA,NA
SEMA3F-AS1,NA,NA
SEMA3F,SEMA3F,Sema3f
GNAT1,GNAT1,Gnat1
SLC38A3,SLC38A3,Slc38a3
GNAI2,GNAI2,Gnai2
U73166.2,NA,NA
SEMA3B-AS1,NA,NA
SEMA3B,SEMA3B,Sema3b
LSMEM2,LSMEM2,Lsmem2
IFRD2,Ifrd2,NA
IFRD2,IFRD2,Ifrd2
HYAL3,HYAL3,Hyal3
"NAT6",NA,NA
HYAL1,HYAL1,Hyal1
HYAL2,HYAL2,Hyal2
TUSC2,TUSC2,Tusc2
RASSF1,RASSF1,Rassf1
RASSF1-AS1,NA,NA
ZMYND10,ZMYND10,Zmynd10
NPRL2,NPRL2,Nprl2
CYB561D2,CYB561D2,Cyb561d2
XXcos-LUCA11.5,NA,NA
TMEM115,TMEM115,Tmem115
CACNA2D2,CACNA2D2,Cacna2d2
CYB561D2.1,NA,NA
C3orf18,6430571L13Rik,NA
HEMK1,HEMK1,Hemk1
RP11-804H8.7,NA,NA
CISH,CISH,Cish
MAPKAPK3,MAPKAPK3,Mapkapk3
RP11-804H8.6,NA,NA
DOCK3,DOCK3,Dock3
MANF,MANF,Manf
RBM15B,RBM15B,Rbm15b
VPRBP,NA,NA
RAD54L2,RAD54L2,Rad54l2
TEX264,Tex264,NA
GRM2,GRM2,Grm2
IQCF3,IQCF3,Iqcf3
IQCF1,IQCF1,Iqcf1
RRP9,RRP9,Rrp9
PARP3,PARP3,Parp3
GPR62,GPR62,Gpr62
PCBP4,PCBP4,Pcbp4
ABHD14B,ABHD14B,Abhd14b
ABHD14A,Abhd14a,NA
ABHD14A-ACY1,NA,NA
ACY1,ACY1,Acy1
RPL29,Rpl29,NA
RPL29,Gm3550,NA
DUSP7,DUSP7,Dusp7
POC1A,POC1A,Poc1a
ALAS1,ALAS1,Alas1
TWF2,TWF2,Twf2
RP5-1157M23.2,NA,NA
PPM1M,PPM1M,Ppm1m
WDR82,WDR82,Wdr82
GLYCTK,GLYCTK,Glyctk
DNAH1,DNAH1,Dnah1
BAP1,BAP1,Bap1
PHF7,PHF7,Phf7
SEMA3G,SEMA3G,Sema3g
TNNC1,TNNC1,Tnnc1
NISCH,NISCH,Nisch
STAB1,STAB1,Stab1
NT5DC2,NT5DC2,Nt5dc2
SMIM4,SMIM4,Smim4
PBRM1,PBRM1,Pbrm1
GNL3,GNL3,Gnl3
GLT8D1,GLT8D1,Glt8d1
SPCS1,SPCS1,Spcs1
NEK4,NEK4,Nek4
ITIH1,ITIH1,Itih1
ITIH3,ITIH3,Itih3
ITIH4,ITIH4,Itih4
RP5-966M1.6,NA,NA
ITIH4-AS1,NA,NA
TMEM110-MUSTN1,NA,NA
TMEM110,NA,NA
SFMBT1,SFMBT1,Sfmbt1
RP11-894J14.5,NA,NA
RFT1,RFT1,Rft1
PRKCD,PRKCD,Prkcd
TKT,TKT,Tkt
DCP1A,DCP1A,Dcp1a
CACNA1D,CACNA1D,Cacna1d
RP11-884K10.6,NA,NA
CHDH,CHDH,Chdh
IL17RB,Il17rb,NA
IL17RB,IL17RB,Il17rb
RP11-884K10.7,NA,NA
ACTR8,Actr8,NA
ACTR8,ACTR8,Actr8
SELK,NA,NA
CACNA2D3,CACNA2D3,Cacna2d3
CACNA2D3-AS1,NA,NA
LRTM1,LRTM1,Lrtm1
RP11-889D3.2,NA,NA
RP11-64C1.1,NA,NA
WNT5A,WNT5A,Wnt5a
WNT5A-AS1,NA,NA
ERC2,ERC2,Erc2
CCDC66,CCDC66,Ccdc66
FAM208A,NA,NA
ARHGEF3,ARHGEF3,Arhgef3
SPATA12,SPATA12,NA
RP11-157F20.3,NA,NA
IL17RD,IL17RD,Il17rd
HESX1,HESX1,Hesx1
APPL1,APPL1,Appl1
ASB14,ASB14,Asb14
DNAH12,Dnah12,NA
PDE12,PDE12,Pde12
ARF4,Arf4,NA
ARF4,Arf4,NA
ARF4-AS1,NA,NA
DENND6A,DENND6A,Dennd6a
DENND6A-AS1,NA,NA
RP11-755B10.3,NA,NA
SLMAP,SLMAP,Slmap
FLNB,FLNB,Flnb
FLNB-AS1,NA,NA
DNASE1L3,DNASE1L3,Dnase1l3
ABHD6,ABHD6,Abhd6
RPP14,NA,NA
RP11-80H18.3,NA,NA
RP11-80H18.4,NA,NA
PXK,PXK,Pxk
PDHB,PDHB,Pdhb
RP11-802O23.3,NA,NA
RP11-359I18.5,NA,NA
KCTD6,KCTD6,Kctd6
ACOX2,ACOX2,Acox2
FAM107A,FAM107A,Fam107a
FAM3D-AS1,NA,NA
FAM3D,FAM3D,Fam3d
C3orf67,NA,NA
C3orf67-AS1,NA,NA
CTD-2185K10.1,NA,NA
FHIT,FHIT,Fhit
PTPRG,PTPRG,PTPRG
C3orf14,C3orf14,3830406C13Rik
FEZF2,FEZF2,Fezf2
CADPS,NA,NA
LINC00698,NA,NA
SYNPR,SYNPR,Synpr
SNTN,SNTN,Sntn
C3orf49,C2H3orf49,Gm11100
THOC7,THOC7,Thoc7
ATXN7,ATXN7,Atxn7
SCAANT1,NA,NA
PSMD6-AS2,NA,NA
RP11-245J9.5,NA,NA
PSMD6,PSMD6,Psmd6
RP11-245J9.4,NA,NA
RP11-245J9.6,NA,NA
PRICKLE2-AS1,NA,NA
PRICKLE2-AS1,NA,NA
PRICKLE2,PRICKLE2,Prickle2
PRICKLE2-AS3,NA,NA
ADAMTS9,ADAMTS9,Adamts9
ADAMTS9-AS1,NA,NA
ADAMTS9-AS2,NA,NA
MAGI1,NA,NA
MAGI1,MAGI1,Magi1
MAGI1-AS1,NA,NA
SLC25A26,NA,NA
SLC25A26,SLC25A26,Slc25a26
LRIG1,LRIG1,Lrig1
KBTBD8,KBTBD8,Kbtbd8
RP11-85I21.1,NA,NA
SUCLG2,SUCLG2,Suclg2
SUCLG2-AS1,NA,NA
FAM19A1,NA,NA
FAM19A4,NA,NA
EOGT,EOGT,Eogt
CTD-2013N24.2,NA,NA
TMF1,TMF1,Tmf1
UBA3,UBA3,Uba3
ARL6IP5,ARL6IP5,Arl6ip5
LMOD3,LMOD3,Lmod3
FRMD4B,FRMD4B,Frmd4b
MITF,MITF,Mitf
LINC01212,NA,NA
RP11-231I13.2,NA,NA
FOXP1,FOXP1,Foxp1
RP11-154H23.4,NA,NA
RP11-154H23.3,NA,NA
EIF4E3,EIF4E3,Eif4e3
GPR27,GPR27,Gpr27
LINC00877,NA,NA
RP11-398A8.5,NA,NA
LINC00870,NA,NA
RP11-433A10.3,NA,NA
RP11-433A10.2,NA,NA
RYBP,NA,NA
RYBP,RYBP,Rybp
SHQ1,SHQ1,Shq1
GXYLT2,GXYLT2,Gxylt2
PPP4R2,NA,NA
EBLN2,NA,NA
PDZRN3,PDZRN3,Pdzrn3
PDZRN3-AS1,NA,NA
CNTN3,CNTN3,Cntn3
RP11-803B1.8,NA,NA
CTD-2026G6.3,NA,NA
LINC00960,NA,NA
ZNF717,NA,NA
ROBO2,ROBO2,Robo2
RP11-354H21.1,NA,NA
RP11-314M24.1,NA,NA
ROBO1,ROBO1,Robo1
RP11-47P18.1,NA,NA
RP11-47P18.2,NA,NA
RP11-6B4.1,NA,NA
GBE1,GBE1,Gbe1
LINC00971,NA,NA
LINC00971,NA,NA
CADM2,CADM2,Cadm2
VGLL3,VGLL3,Vgll3
LINC00506,NA,NA
CHMP2B,CHMP2B,Chmp2b
RP11-451B8.1,NA,NA
HTR1F,Htr1f,NA
CGGBP1,CGGBP1,Cggbp1
RP11-159G9.5,NA,NA
ZNF654,ZNF654,Zfp654
C3orf38,C2H3orf38,4930453N24Rik
EPHA3,EPHA3,Epha3
PROS1,PROS1,Pros1
ARL13B,ARL13B,Arl13b
STX19,STX19,Stx19
DHFRL1,NA,NA
NSUN3,NSUN3,Nsun3
MTRNR2L12,NA,NA
EPHA6,EPHA6,Epha6
RP11-389G6.3,NA,NA
ARL6,Arl6,NA
RP11-389G6.5,NA,NA
CRYBG3,CRYBG3,Crybg3
MINA,NA,NA
GABRR3,GABRR3,Gabrr3
CLDND1,CLDND1,Cldnd1
CPOX,CPOX,Cpox
ST3GAL6-AS1,NA,NA
ST3GAL6,ST3GAL6,St3gal6
DCBLD2,DCBLD2,Dcbld2
LINC00973,NA,NA
RP11-201E8.1,NA,NA
COL8A1,COL8A1,Col8a1
RP11-383I23.2,NA,NA
CMSS1,CMSS1,Cmss1
FILIP1L,FILIP1L,Filip1l
TMEM30C,NA,NA
TBC1D23,TBC1D23,Tbc1d23
NIT2,NIT2,Nit2
TOMM70A,NA,NA
LNP1,LNP1,Lnp1
TMEM45A,TMEM45A,Tmem45a2
TMEM45A,TMEM45A,Tmem45a
ADGRG7,ADGRG7,Adgrg7
TFG,TFG,Tfg
ABI3BP,ABI3BP,Abi3bp
IMPG2,IMPG2,Impg2
SENP7,SENP7,Senp7
TRMT10C,TRMT10C,Trmt10c
PCNP,PCNP,Pcnp
ZBTB11,ZBTB11,Zbtb11
ZBTB11-AS1,NA,NA
RPL24,RPL24,NA
CEP97,CEP97,Cep97
NXPE3,Nxpe3,NA
RP11-49I4.3,NA,NA
NFKBIZ,NXPE3,Nfkbiz
RP11-221J22.2,NA,NA
ZPLD1,ZPLD1,Zpld1
RP11-280H21.1,NA,NA
ALCAM,ALCAM,Alcam
CBLB,CBLB,Cblb
LINC00882,NA,NA
DUBR,NA,NA
RP11-446H18.5,NA,NA
RP11-446H18.6,NA,NA
RP11-115H18.1,NA,NA
BBX,BBX,Bbx
LINC00635,NA,NA
LINC00636,NA,NA
CD47,CD47,Cd47
LINC01215,NA,NA
IFT57,IFT57,Ift57
HHLA2,HHLA2,NA
MYH15,MYH15,Myh15
KIAA1524,NA,NA
DZIP3,DZIP3,Dzip3
RETNLB,RETNLB,Retnlg
RETNLB,RETNLB,Retnlb
RETNLB,RETNLB,Retnla
GUCA1C,GUCA1C,NA
MORC1,Morc1,NA
LINC00488,NA,NA
DPPA2,Dppa2,NA
DPPA2,Dppa2,NA
DPPA4,DPPA4,Dppa4
LINC01205,NA,NA
RP11-553A10.1,NA,NA
PVRL3-AS1,NA,NA
PVRL3,NA,NA
CD96,CD96,Cd96
PLCXD2,Plcxd2,NA
PHLDB2,PHLDB2,Phldb2
ABHD10,ABHD10,Abhd10
TAGLN3,TAGLN3,Tagln3
TMPRSS7,TMPRSS7,Tmprss7
C3orf52,NA,NA
C3orf52,C2H3orf52,BC016579
GCSAM,NA,NA
GCSAM,GCSAM,Gcsam
RP11-757F18.5,NA,NA
SLC9C1,NA,NA
SLC9C1,SLC9C1,Slc9c1
RP11-90K6.1,NA,NA
CD200,CD200,Cd200
RP11-231E6.1,NA,NA
BTLA,BTLA,Btla
ATG3,ATG3,Atg3
SLC35A5,SLC35A5,Slc35a5
CCDC80,CCDC80,Ccdc80
RP11-572C15.5,NA,NA
CD200R1,CD200R1,Cd200r1
CD200R1,CD200R1,Cd200r3
CD200R1,CD200R1,Cd200r4
CD200R1,CD200R1,Cd200r2
RP11-484K9.4,NA,NA
GTPBP8,GTPBP8,Gtpbp8
C3orf17,NA,NA
RP11-572M11.4,NA,NA
RP11-572M11.1,NA,NA
RP11-572M11.3,NA,NA
BOC,BOC,Boc
CFAP44,CFAP44,Cfap44
SPICE1,SPICE1,Spice1
SIDT1,SIDT1,Sidt1
SIDT1-AS1,NA,NA
USF3,USF3,Usf3
"NAA50","NAA50",Naa50
RP11-271C24.2,NA,NA
ATP6V1A,Atp6v1a,NA
ATP6V1A,Atp6v1a,NA
GRAMD1C,GRAMD1C,Gramd1c
RP11-255E6.6,NA,NA
ZDHHC23,ZDHHC23,Zdhhc23
CCDC191,CCDC191,Ccdc191
QTRTD1,NA,NA
DRD3,DRD3,Drd3
RP11-553L6.2,NA,NA
ZNF80,NA,NA
TIGIT,TIGIT,Tigit
RP11-553L6.5,NA,NA
ZBTB20,ZBTB20,Zbtb20
ZBTB20-AS1,NA,NA
RP11-197K3.1,NA,NA
ZBTB20-AS2,NA,NA
ZBTB20-AS3,NA,NA
ZBTB20-AS4,NA,NA
AC069063.2,NA,NA
RP11-190P13.2,NA,NA
GAP43,GAP43,Gap43
LSAMP,LSAMP,Lsamp
LSAMP-AS1,NA,NA
TUSC7,NA,NA
RP11-384F7.2,NA,NA
RP11-768G7.2,NA,NA
IGSF11,IGSF11,Igsf11
UPK1B,UPK1B,Upk1b
B4GALT4,B4galt4,NA
B4GALT4,B4GALT4,B4galt4
ARHGAP31,ARHGAP31,Arhgap31
ARHGAP31-AS1,NA,NA
TMEM39A,TMEM39A,Tmem39a
POGLUT1,POGLUT1,Poglut1
RP11-190C22.8,NA,NA
TIMMDC1,TIMMDC1,Timmdc1
CD80,CD80,Cd80
RP11-190C22.9,NA,NA
ADPRH,ADPRH,Adprh
PLA1A,PLA1A,Pla1a
POPDC2,POPDC2,Popdc2
COX17,COX17,Cox17
MAATS1,NA,NA
NR1I2,NR1I2,Nr1i2
GSK3B,GSK3B,Gsk3b
RP11-18H7.1,NA,NA
GPR156,GPR156,Gpr156
LRRC58,LRRC58,Lrrc58
FSTL1,FSTL1,Fstl1
NDUFB4,NDUFB4,Ndufb4
HGD,HGD,Hgd
RABL3,RABL3,Rabl3
GTF2E1,GTF2E1,Gtf2e1
STXBP5L,STXBP5L,Stxbp5l
POLQ,POLQ,Polq
FBXO40,FBXO40,Fbxo40
HCLS1,HCLS1,Hcls1
GOLGB1,GOLGB1,Golgb1
IQCB1,IQCB1,Iqcb1
EAF2,EAF2,Eaf2
SLC15A2,SLC15A2,Slc15a2
ILDR1,ILDR1,Ildr1
CD86,CD86,Cd86
CASR,CASR,Casr
CSTA,CSTA,Cstdc6
CSTA,CSTA,Csta2
CSTA,CSTA,Stfa2l1
CSTA,CSTA,Stfa3
CSTA,CSTA,Stfa1
CSTA,CSTA,Stfa2
CSTA,CSTA,Cstdc4
CSTA,CSTA,Csta3
CSTA,CSTA,Cstdc5
CSTA,CSTA,Csta1
CCDC58,NA,NA
FAM162A,FAM162A,Fam162a
WDR5B,WDR5B,Wdr5b
RP11-299J3.8,NA,NA
KPNA1,KPNA1,Kpna1
PARP9,PARP9,Parp9
DTX3L,DTX3L,Dtx3l
PARP15,PARP15,NA
PARP14,PARP14,Parp14
HSPBAP1,HSPBAP1,Hspbap1
DIRC2,NA,NA
RP11-67L2.2,NA,NA
SEMA5B,SEMA5B,Sema5b
PDIA5,PDIA5,Pdia5
SEC22A,SEC22A,Sec22a
RP11-797D24.3,NA,NA
ADCY5,ADCY5,Adcy5
RP11-797D24.4,NA,NA
HACD2,HACD2,Hacd2
MYLK-AS1,NA,NA
MYLK,MYLK,Mylk
MYLK-AS2,NA,NA
CCDC14,CCDC14,Ccdc14
KALRN,KALRN,Kalrn
UMPS,UMPS,Umps
ITGB5,ITGB5,Itgb5
MUC13,MUC13,Muc13
HEG1,HEG1,Heg1
SLC12A8,SLC12A8,Slc12a8
ZNF148,ZNF148,Zfp148
SNX4,SNX4,Snx4
OSBPL11,OSBPL11,Osbpl11
RP11-379B18.6,NA,NA
RP11-666A20.4,NA,NA
ALG1L,NA,NA
ROPN1B,Ropn1,NA
ROPN1B,Ropn1,NA
SLC41A3,SLC41A3,Slc41a3
RP11-124N2.1,NA,NA
ALDH1L1,ALDH1L1,Aldh1l1
ALDH1L1-AS1,NA,NA
KLF15,KLF15,Klf15
ZXDC,ZXDC,Zxdc
UROC1,UROC1,Uroc1
CHST13,CHST13,Chst13
TXNRD3,TXNRD3,Txnrd3
CHCHD6,CHCHD6,Chchd6
PLXNA1,PLXNA1,Plxna1
RP11-88I21.2,NA,NA
LINC01471,NA,NA
RP11-153F10.2,NA,NA
TPRA1,TPRA1,Tpra1
MCM2,MCM2,Mcm2
PODXL2,PODXL2,Podxl2
ABTB1,ABTB1,Abtb1
MGLL,MGLL,Mgll
KBTBD12,KBTBD12,Kbtbd12
SEC61A1,SEC61A1,Sec61a1
RUVBL1,NA,NA
RUVBL1,RUVBL1,Ruvbl1
RUVBL1-AS1,NA,NA
EEFSEC,NA,NA
EEFSEC,EEFSEC,Eefsec
DNAJB8-AS1,NA,NA
GATA2,GATA2,Gata2
GATA2-AS1,NA,NA
LINC01565,NA,NA
RPN1,RPN1,Rpn1
RAB7A,RAB7A,Rab7
RP11-723O4.9,NA,NA
RP11-723O4.2,NA,NA
ACAD9,ACAD9,Acad9
KIAA1257,NA,NA
RP11-723O4.6,NA,NA
EFCC1,EFCC1,Efcc1
GP9,GP9,Gp9
RAB43,Rab43,NA
RP11-434H6.6,NA,NA
ISY1,ISY1,Isy1
RP11-434H6.7,NA,NA
CNBP,CNBP,Cnbp
COPG1,COPG1,Copg1
HMCES,HMCES,Hmces
H1FX,NA,NA
H1FX-AS1,NA,NA
EFCAB12,EFCAB12,Efcab12
MBD4,MBD4,Mbd4
IFT122,IFT122,Ift122
PLXND1,PLXND1,Plxnd1
TMCC1,TMCC1,Tmcc1
TMCC1-AS1,NA,NA
TRH,TRH,Trh
ALG1L2,Alg1,NA
RP11-93K22.13,NA,NA
RP11-77P16.4,NA,NA
COL6A5,COL6A5,Col6a5
COL6A6,COL6A6,Col6a6
PIK3R4,PIK3R4,Pik3r4
ATP2C1,ATP2C1,Atp2c1
RP11-39E3.3,NA,NA
ASTE1,ASTE1,Aste1
NEK11,Nek11,NA
NUDT16,Nudt16l2,NA
NUDT16,Nudt16,NA
MRPL3,MRPL3,Mrpl3
RP11-517B11.4,NA,NA
CPNE4,CPNE4,Cpne4
ACPP,NA,NA
DNAJC13,DNAJC13,Dnajc13
ACAD11,ACAD11,Acad11
NPHP3-ACAD11,NA,NA
ACKR4,ACKR4,Ackr4
UBA5,UBA5,Uba5
NPHP3,NPHP3,Nphp3
NPHP3-AS1,NA,NA
RP11-469L4.1,NA,NA
TMEM108,TMEM108,Tmem108
TMEM108-AS1,NA,NA
BFSP2,BFSP2,Bfsp2
BFSP2-AS1,NA,NA
RP11-91K8.5,NA,NA
CDV3,CDV3,Cdv3
TOPBP1,TOPBP1,Topbp1
TF,TF,Trf
SRPRB,SRPRB,Srprb
RAB6B,RAB6B,Rab6b
C3orf36,NA,NA
SLCO2A1,SLCO2A1,Slco2a1
RYK,RYK,Ryk
RP11-200A1.1,NA,NA
RP11-375I20.6,NA,NA
AMOTL2,AMOTL2,Amotl2
ANAPC13,ANAPC13,Anapc13
CEP63,CEP63,Cep63
EPHB1,EPHB1,Ephb1
KY,KY,Ky
PPP2R3A,PPP2R3A,Ppp2r3a
RP11-305O4.3,NA,NA
MSL2,MSL2,Msl2
PCCB,PCCB,Pccb
STAG1,STAG1,Stag1
RP11-102M11.2,NA,NA
SLC35G2,SLC35G2,Slc35g2
